iter	Logloss
262	0.01317844669
263	0.01316844872
264	0.01316402041
265	0.01315370096
266	0.01313197879
267	0.01310094486
268	0.01307716738
269	0.01306010575
270	0.01305058764
271	0.01304694205
272	0.0130408116
273	0.01303785997
274	0.01302030747
275	0.01301408827
276	0.01300807502
277	0.01299679498
278	0.01299308717
279	0.01298584416
280	0.01298268075
281	0.01297942267
282	0.01297587315
283	0.01294110109
284	0.01293753041
285	0.01292780097
286	0.0129099358
287	0.01289745013
288	0.01288846403
289	0.01288611388
290	0.01288451977
291	0.01287165649
292	0.01285499471
293	0.01283727691
294	0.01282642674
295	0.01280902197
296	0.0127739864
297	0.01277070792
298	0.01271720697
299	0.01269788436
300	0.01268760737
301	0.01266735262
302	0.01266254895
303	0.01265004668
304	0.01262562762
305	0.01261587539
306	0.01260578494
307	0.01260273899
308	0.01258964277
309	0.01257122666
310	0.01256927153
311	0.01256006705
312	0.01254403679
313	0.01253732701
314	0.01252814078
315	0.01251566422
316	0.01248873821
317	0.01248553209
318	0.01248273849
319	0.01247297034
320	0.01246316781
321	0.01245356228
322	0.0124384297
323	0.01241756805
324	0.01241064974
325	0.01240014896
326	0.01239620161
327	0.0123689661
328	0.01235786794
329	0.01235446097
330	0.01232841969
331	0.01230517269
332	0.01227482509
333	0.01225545476
334	0.01224742266
335	0.01223512021
336	0.01223285985
337	0.0122221691
338	0.01221302216
339	0.01219850101
340	0.01215295855
341	0.01213467207
342	0.01212434677
343	0.01211882091
344	0.01210959468
345	0.01210777118
346	0.01208978871
347	0.01208273662
348	0.01207819198
349	0.01207461516
350	0.01204638912
351	0.01204196987
352	0.01203377722
353	0.01202216911
354	0.01199620396
355	0.01199287502
356	0.01198589397
357	0.01196989613
358	0.01196241022
359	0.01195628073
360	0.01194881908
361	0.01194134534
362	0.0119345238
363	0.01190225223
364	0.01189942365
365	0.01188284077
366	0.01186600463
367	0.01185772335
368	0.011840154
369	0.01183801358
370	0.01182234248
371	0.01178961151
372	0.01178633008
373	0.01178151175
374	0.01176740109
375	0.01175581601
376	0.01172118075
377	0.01170474734
378	0.0117046201
379	0.01169846199
380	0.0116897235
381	0.01168429
382	0.01167189021
383	0.0116484649
384	0.01163673605
385	0.01162408454
386	0.01162214723
387	0.01161051871
388	0.0115819515
389	0.01157540592
390	0.01155576032
391	0.01153668514
392	0.01152640196
393	0.01151888675
394	0.01151395922
395	0.01151124011
396	0.01150885995
397	0.01150550108
398	0.01149674701
399	0.01149119238
400	0.01149118315
401	0.01148909664
402	0.0114890896
403	0.01147966659
404	0.01146809063
405	0.01144966902
406	0.011436402
407	0.01142988797
408	0.01142049917
409	0.01141162695
410	0.0114043599
411	0.01140208733
412	0.01138984351
413	0.01138817017
414	0.01137190608
415	0.01135762434
416	0.01134433577
417	0.01131917347
418	0.01130948573
419	0.01130297456
420	0.01129241457
421	0.01128907949
422	0.01127208251
423	0.01125625336
424	0.01125296989
425	0.01124785599
426	0.0112392391
427	0.01123617353
428	0.01122692123
429	0.01122243651
430	0.01119839257
431	0.01119838697
432	0.0111957706
433	0.01118793106
434	0.01118005422
435	0.01117276105
436	0.01115762634
437	0.01114798262
438	0.01113982267
439	0.01112865938
440	0.01112066858
441	0.01111245868
442	0.01110526935
443	0.0111006934
444	0.01109778818
445	0.01109301826
446	0.01108400356
447	0.0110547211
448	0.01102948294
449	0.01101570401
450	0.01101405041
451	0.01101098121
452	0.01099613719
453	0.01099241965
454	0.01098907904
455	0.01098164041
456	0.01097411488
457	0.01096097877
458	0.01095942374
459	0.01094381131
460	0.0109293419
461	0.01092751965
462	0.01091592184
463	0.01090935245
464	0.01090029617
465	0.01088779658
466	0.01088629167
467	0.01088268761
468	0.01087486717
469	0.01085890007
470	0.01083927838
471	0.0108368668
472	0.01083017192
473	0.01081474929
474	0.01080448886
475	0.01078275312
476	0.01075644567
477	0.01074648507
478	0.01074648155
479	0.01074536188
480	0.01073291812
481	0.01070906472
482	0.01070054671
483	0.01069480017
484	0.01069141017
485	0.01068936423
486	0.01067017587
487	0.01065241675
488	0.01064284468
489	0.01063989127
490	0.01063591152
491	0.01062495474
492	0.01062192756
493	0.0106172355
494	0.01061449163
495	0.01060572789
496	0.01060254162
497	0.01058680347
498	0.0105852983
499	0.01058352033
500	0.01057835198
501	0.01057103948
502	0.01056947655
503	0.01056411242
504	0.01054611495
505	0.01053841739
506	0.01053497886
507	0.01051859086
508	0.01050984011
509	0.01050486656
510	0.0104926059
511	0.01048307565
512	0.01047631964
513	0.01047381994
514	0.01047073438
515	0.01046632121
516	0.0104449176
517	0.01043139776
518	0.01040951825
519	0.01040345941
520	0.01038769428
521	0.01037498559
522	0.01037273709
523	0.01037091024
524	0.01036232321
525	0.01035503955
526	0.01034602309
527	0.01034254752
528	0.01033720101
529	0.0103245254
530	0.01031606376
531	0.01031315595
532	0.0103086173
533	0.01030677525
534	0.01029850597
535	0.01029077592
536	0.01028319957
537	0.01028126294
538	0.01027153535
539	0.01026847686
540	0.01026687843
541	0.01024881372
542	0.01024402171
543	0.01022898786
544	0.01022489177
545	0.01020621303
546	0.0102041132
547	0.01019039703
548	0.01018370105
549	0.01017931816
550	0.01016618512
551	0.0101661715
552	0.01016251916
553	0.01016249861
554	0.01015637952
555	0.01015470427
556	0.01014653897
557	0.01014138777
558	0.01014138931
559	0.01014017162
560	0.01013477922
561	0.01013305398
562	0.0101312615
563	0.01012890801
564	0.01012315509
565	0.01012032923
566	0.01011640705
567	0.0101092999
568	0.01009338513
569	0.01008807688
570	0.01008246523
571	0.01007349412
572	0.01006750357
573	0.01006481593
574	0.01006267711
575	0.01006138898
576	0.01005772355
577	0.01005771641
578	0.01004373274
579	0.01004127391
580	0.01003989865
581	0.0100328255
582	0.01002481164
583	0.01002056737
584	0.01001454109
585	0.01001255543
586	0.01000709423
587	0.009995955361
588	0.009992994414
589	0.00998245628
590	0.009978489396
591	0.009972287022
592	0.009970164354
593	0.009967758055
594	0.0099632874
595	0.009952383724
596	0.009947342077
597	0.009942367321
598	0.009940052478
599	0.009923324604
600	0.009922002068
601	0.009916305495
602	0.00991437688
603	0.009908041517
604	0.00990617927
605	0.009899060516
606	0.009897766449
607	0.009894448712
608	0.009884137615
609	0.009881398083
610	0.009876481783
611	0.009873813089
612	0.009867328646
613	0.00986523648
614	0.009857351731
615	0.009852372455
616	0.009842539886
617	0.009839962509
618	0.009833163067
619	0.009818462925
620	0.009813115869
621	0.009813102684
622	0.009806472947
623	0.009804370832
624	0.009795911291
625	0.009784455246
626	0.009771639274
627	0.009764980324
628	0.009752028387
629	0.009748643277
630	0.009739082407
631	0.009724911079
632	0.009722778211
633	0.009709165627
634	0.009707115054
635	0.009701799398
636	0.009697975654
637	0.009697970708
638	0.009696676418
639	0.009694953771
640	0.00969130045
641	0.009684104558
642	0.009682106031
643	0.009675438522
644	0.009671475659
645	0.009667368331
646	0.009663753299
647	0.009659966438
648	0.009657182351
649	0.00965650696
650	0.009655378528
651	0.009644731135
652	0.009639440257
653	0.009634767149
654	0.009630426628
655	0.009629366899
656	0.009616682507
657	0.009607183359
658	0.009604971609
659	0.009600462539
660	0.009595810893
661	0.009595810396
662	0.009595801882
663	0.009594778346
664	0.009594166091
665	0.009590272375
666	0.009588613038
667	0.009586474485
668	0.009583037888
669	0.009579484084
670	0.009574251118
671	0.009570073276
672	0.009569756657
673	0.009568790299
674	0.009566431022
675	0.009556891103
676	0.009551550858
677	0.009544496429
678	0.009540534639
679	0.009536843934
680	0.009527176525
681	0.009520895677
682	0.009518253619
683	0.009511291057
684	0.009496697216
685	0.009495425255
686	0.00949313376
687	0.009485748441
688	0.009479258699
689	0.009477483005
690	0.009474543929
691	0.009465823572
692	0.009463789497
693	0.009455477465
694	0.009446667021
695	0.009439944503
696	0.009433725934
697	0.009431395797
698	0.009427599194
699	0.009423851592
700	0.00941768263
701	0.009406460582
702	0.009405462673
703	0.009404575111
704	0.009398135893
705	0.009394041159
706	0.009383823774
707	0.009381098545
708	0.009381091019
709	0.009379464081
710	0.009352347469
711	0.009337576601
712	0.009326616441
713	0.009325639357
714	0.009325237797
715	0.00931937388
716	0.009311537983
717	0.00930146881
718	0.009299064858
719	0.009298558536
720	0.009294657675
721	0.009289967466
722	0.009286897593
723	0.009285332883
724	0.009280841022
725	0.009271811748
726	0.009259212254
727	0.009257711974
728	0.009249742545
729	0.009241413578
730	0.009239365632
731	0.009237755597
732	0.009237757133
733	0.009237088629
734	0.009232998977
735	0.009232998977
736	0.009231426715
737	0.009231422539
738	0.009230739456
739	0.009229916715
740	0.009229914405
741	0.009227267341
742	0.009219792082
743	0.009218574873
744	0.009217024512
745	0.009214490326
746	0.009207313305
747	0.009204096678
748	0.009201516539
749	0.009198926281
750	0.009195333668
751	0.009190269115
752	0.009185688897
753	0.009177447411
754	0.00917294923
755	0.009165001339
756	0.009164184245
757	0.009161174906
758	0.00915897398
759	0.0091581719
760	0.009151870976
761	0.009148888256
762	0.009146149481
763	0.009144687407
764	0.009142680719
765	0.009140557899
766	0.009140558503
767	0.009139964984
768	0.009138386265
769	0.009138305883
770	0.009138306434
771	0.009135953758
772	0.009131902016
773	0.00913076717
774	0.009130757227
775	0.009127092452
776	0.00911915228
777	0.009115137241
778	0.009114617559
779	0.009106911505
780	0.009106907823
781	0.00910690068
782	0.009105156878
783	0.009101661697
784	0.00910165884
785	0.009101642676
786	0.00910013616
787	0.009096656933
788	0.009091774367
789	0.009090232602
790	0.009088627008
791	0.009082584928
792	0.009082580092
793	0.009078681777
794	0.009076841673
795	0.00906396029
796	0.009057155642
797	0.009056134025
798	0.009053464928
799	0.009052495078
